run,runtime_seconds
1,0.5343523999908939
2,0.7271617000224069
3,0.5012653999729082
4,0.5042079999111593
5,0.5122454999946058
6,0.5430185999721289
7,0.43006220005918294
8,0.7481946999905631
9,1.0247835000045598
10,1.1999887999845669
11,0.5145599000388756
12,0.9709312999621034
13,0.9122899000067264
14,0.7627625999739394
15,0.7051871999865398
16,0.898453600006178
17,0.2437146999873221
18,0.9295452999649569
19,0.6200259000761434
20,1.1333217000355944
21,0.8834844999946654
22,0.4890073999995366
23,1.532039500074461
24,0.8400299999630079
25,0.25007469998672605
26,0.9424501999747008
27,0.5233064000494778
28,1.119556299992837
29,1.2327482999535277
30,0.8218665999593213
31,0.7972786000464112
32,0.28274009993765503
33,0.4578863000497222
34,0.2329465999500826
35,0.8149574999697506
36,0.10714109998662025
37,1.2165343000087887
38,0.5848507999908179
39,0.9231192000443116
40,0.7473852999974042
41,0.29433579999022186
42,0.7661957999225706
43,0.8831137999659404
44,0.6379213000182062
45,0.5985406999243423
46,1.056878300034441
47,0.7992161000147462
48,0.3713349000317976
49,0.28706460003741086
50,0.5915833000326529
51,0.8481121000368148
52,0.4943212999496609
53,0.07226839999202639
54,1.0524022000608966
55,0.0440372999291867
56,0.2416925000725314
57,0.33642259996850044
58,0.8807001999812201
59,0.40891749993897974
60,0.21090409997850657
61,1.1378163000335917
62,0.8494314000708982
63,0.13209610001649708
64,0.6377072000177577
65,0.833572700037621
66,0.6662375000305474
67,0.7342697000131011
68,0.5521571000572294
69,0.45400569995399565
70,0.9342954999301583
71,0.7747480000834912
72,0.40680989995598793
73,0.6497205999912694
74,0.5142474999884143
75,0.6367019999306649
76,1.0532356000039726
77,0.7269269999815151
78,1.0035561000695452
79,0.6443412000080571
80,1.149067899910733
81,0.40730019996408373
82,0.18657789996359497
83,0.886769299977459
84,0.839363299892284
85,0.6587330000475049
86,0.9160904000746086
87,1.3606009000213817
88,1.0287401999812573
89,0.963333599967882
90,0.6688154999865219
91,0.6091195000335574
92,0.5195875000208616
93,0.7583451999817044
94,1.068051700014621
95,0.8715963000431657
96,0.40468669997062534
97,0.6471019999589771
98,1.3278317000949755
99,0.6768703999696299
100,0.3555182999698445
101,0.8322379000019282
102,1.1635997999692336
103,0.5785843000048772
104,0.5491118999198079
105,0.677849999978207
106,0.9281558999791741
107,0.9485493999673054
108,1.1867566999280825
109,0.6329422000562772
110,0.530359199969098
111,0.9757238000165671
112,0.8891782999271527
113,1.0966385999927297
114,0.5906196000287309
115,0.646853799931705
116,0.9100257999962196
117,0.4635904999449849
118,0.16348069999367
119,0.7003554999828339
120,0.46132100000977516
121,1.0029401000356302
122,0.19821259996388108
123,0.6561743000056595
124,0.19115890003740788
125,0.5170874000759795
126,1.0467754999408498
127,0.6847753999754786
128,0.7674347000429407
129,0.2908941999776289
130,0.5082410000031814
131,0.32218540005851537
132,0.9571888000937179
133,0.7813296999083832
134,0.327397899935022
135,0.9885768999811262
136,0.6068913000635803
137,0.6269672999624163
138,0.6661854999838397
139,0.8302007000893354
140,0.14433340006507933
141,0.5000185000244528
142,0.42143829993437976
143,0.662486799992621
144,0.8098711000056937
145,0.5992888000328094
146,1.0051925000734627
147,0.3684035000624135
148,0.7976770999375731
149,0.21827839990146458
150,0.7724949999246746
151,0.33971830003429204
152,0.8322674999944866
153,0.6461897999979556
154,0.7251235999865457
155,0.3709905999712646
156,0.8407481000758708
157,0.49653389991726726
158,0.7026786999776959
159,0.8532446000026539
160,0.8975211000069976
161,0.8161731000291184
162,0.6903959000483155
163,0.9299252000637352
164,0.6991681000217795
165,0.8303873999975622
166,0.3256544000469148
167,1.0311252999817953
168,0.37674910004716367
169,1.1475136999506503
170,1.03030059998855
171,0.17038360005244613
172,0.5889471999835223
173,0.31213949993252754
174,0.5723211999284104
175,0.7531760000856593
176,0.7912410000571981
177,0.385516699985601
178,1.2002460000803694
179,0.41547739994712174
180,0.8257684999844059
181,0.9827066001016647
182,0.1665381999919191
183,1.2525522999931127
184,0.8652483000187203
185,0.2669912999263033
186,0.43526529998052865
187,0.9259201999520883
188,1.109384399955161
189,0.9108917000703514
190,0.11798800004180521
191,0.3304098000517115
192,0.737956800032407
193,0.4681131000397727
194,1.0375071000307798
195,0.3708753000246361
196,0.8353518999647349
197,1.1173685999820009
198,0.37894630001392215
199,0.9174093999899924
200,0.21083690004888922
201,0.8618606999516487
202,0.2783410999691114
203,0.48053299996536225
204,0.9585105999140069
205,0.9413415999151766
206,0.6074789999984205
207,0.652347799972631
208,0.3741688000736758
209,0.8641830000560731
210,0.8054219000041485
211,0.3443142999894917
212,0.9481787999393418
213,0.6926299999468029
214,0.28534369997214526
215,0.20324810000602156
216,0.8131520000752062
217,0.9867396999616176
218,0.8539313999935985
219,0.48094480007421225
220,0.5200606000144035
221,0.6884331000037491
222,0.5268683000467718
223,0.9380227000219747
224,1.0350689999759197
225,1.0300850999774411
226,0.7183614999521524
227,0.1265267999842763
228,0.5975853999843821
229,0.22549149999395013
230,0.31132290000095963
231,0.3416575000155717
232,0.29579489992465824
233,0.16186879994347692
234,0.5398011999204755
235,0.0617989000165835
236,0.6954175001010299
237,0.48497290001250803
238,0.9332275000633672
239,0.5101470000809059
240,0.5213633000385016
241,1.1065386000555009
242,0.37132769997697324
243,0.6730568000348285
244,0.812485099886544
245,0.16366169997490942
246,0.628480099956505
247,0.5178300000261515
248,0.595287499949336
249,0.5821097999578342
250,0.9410707000643015
251,0.27996319998055696
252,0.5535590999061242
253,0.3420790999662131
254,0.47557870007585734
255,0.3678735999856144
256,0.8575963999610394
257,1.006068199989386
258,0.8273434999864548
259,0.4221590000670403
260,0.7121812999248505
261,0.7531662000110373
