run,runtime_seconds
1,0.22142139996867627
2,0.6973097999580204
3,0.4346476999344304
4,1.3456643000245094
5,1.193736799992621
6,0.10315640002954751
7,1.6685059999581426
8,0.3426788999931887
9,1.0221934999572113
10,0.4376713999081403
11,0.41749209992121905
12,1.3122654999606311
13,0.10380709997843951
14,0.06301969999913126
15,0.9363991999998689
16,0.0976031000027433
17,1.400351700023748
18,0.11929900001268834
19,1.0051772000733763
20,0.6533779000164941
21,0.11509749991819263
22,1.9416894998867065
23,0.1676887999055907
24,0.09999160002917051
25,0.31930209998972714
26,3.6356983000878245
27,0.083548599970527
28,0.04298709996510297
29,1.3734080999856815
30,0.6308691999875009
31,0.5692532999673858
32,0.504349600058049
33,0.07670920004602522
34,0.20210370002314448
35,0.03690850001294166
36,0.08964909997303039
37,0.10805549996439368
38,0.06178610003553331
39,1.9716043000807986
40,0.13990149996243417
41,0.18185070005711168
42,0.14653050003107637
43,0.10355999995954335
44,0.8950324000325054
45,1.0746362999780104
46,0.6245320999296382
47,0.11652260005939752
48,0.2960878999438137
49,0.5118355000158772
50,0.06358710001222789
51,0.4960830000927672
52,0.8450603000819683
53,0.08656059997156262
54,1.564554600045085
55,0.24995540000963956
56,0.6981751000275835
57,0.17803250008728355
58,0.07474290009122342
59,0.0780898000812158
60,0.702406800002791
61,0.32225690002087504
62,1.3654305000090972
63,1.486313399975188
64,0.03343160008080304
65,0.08068889996502548
66,0.684896899969317
67,0.7969663999974728
68,0.07515320007223636
69,0.27324410004075617
70,0.11243920004926622
71,0.0815274000633508
72,0.07924270001240075
73,0.052991699893027544
74,0.09395920007955283
75,0.16732829995453358
76,0.183261499973014
77,0.15354349999688566
78,0.056593600078485906
79,0.09863749996293336
80,0.24534310004673898
81,0.25967419997323304
82,0.06864720000885427
83,3.140942999976687
84,0.24956799997016788
85,0.8461701999185607
86,1.0352911000372842
87,0.2974871000042185
88,1.355876800022088
89,1.7113993000239134
90,0.0805151000386104
91,0.4806084999581799
92,0.07717029994819313
93,0.33391869999468327
94,0.15105720004066825
95,0.06825480004772544
96,0.43220109993126243
97,0.46118599991314113
98,0.040086799999699
99,0.14443169999867678
100,0.12805250007659197
101,1.9765971000306308
102,1.8950958999339491
103,0.35619079996831715
104,0.12153289990965277
105,0.21998639998491853
106,0.21849580004345626
107,0.19542989996261895
108,0.850908900029026
109,0.09798849991057068
110,0.203364499961026
111,0.3956958999624476
112,0.13688360003288835
113,3.5444208999397233
114,0.1556233000010252
115,1.099246299942024
116,1.272020300035365
117,1.9126668999670073
118,0.2314018999459222
119,0.34428920003119856
120,0.032601799932308495
121,0.21072799991816282
122,0.5858277999795973
123,0.4823638000525534
124,0.8903984000207856
125,0.09324229997582734
126,0.10166419995948672
127,0.37488020001910627
128,0.11243489990010858
129,0.043515700032003224
130,0.18393950001336634
131,0.06912010000087321
132,0.051886699977330863
133,1.1806181999854743
134,1.8086989000439644
135,2.6863139999331906
136,0.6527425000676885
137,0.27324180002324283
138,0.113396400003694
139,0.10677479999139905
140,0.5482911999570206
141,0.09176740003749728
142,0.14689919992815703
143,0.09403659997042269
144,0.2811168000334874
145,0.6461600000038743
146,0.056499999947845936
147,0.7220346999820322
148,0.330372600001283
149,0.15721370000392199
150,0.14077250007539988
151,0.16030690004117787
152,0.14363170007709414
153,0.12610819994006306
154,0.8763037000317127
155,0.12838620005641133
156,0.6740604999940842
157,0.24858470004983246
158,1.384235000004992
159,0.0907638999633491
160,0.5200003000209108
161,0.6833779000444338
162,0.6126400000648573
163,0.32534389989450574
164,1.6075291000306606
165,0.10095270001329482
166,0.33010539994575083
167,2.256399300065823
168,0.1761236999882385
169,0.08755339996423572
170,0.21205380000174046
171,0.1726380999898538
172,0.04154120001476258
173,0.5237392000854015
174,0.20822300005238503
175,0.269215099979192
176,0.09618580003734678
177,0.1719493999844417
178,1.6265024000313133
179,0.05739690002519637
180,0.1965766999637708
181,0.8114706999622285
182,0.3525900000240654
183,0.37207110004965216
184,0.09355009999126196
185,0.2625282999360934
186,0.03928349993657321
187,0.2617298999102786
188,0.09555119997821748
189,0.36727789998985827
190,0.10737360001076013
191,0.08658229990396649
192,0.24470560008194298
193,0.06556639994960278
194,0.12368079996667802
195,0.07415999996010214
196,0.11703920003492385
197,1.0821972000412643
198,0.9651079999748617
199,0.05157879996113479
200,0.2721478999592364
201,2.6030186999123544
202,0.2366078000050038
203,0.8948854000773281
204,1.660111999954097
205,0.7473444000352174
206,0.5585151000414044
207,1.0441894000396132
208,0.05844639998394996
209,0.36244109994731843
210,0.27014190005138516
211,0.06406200001947582
212,0.9579404999967664
213,0.10494960006326437
214,0.08891980000771582
215,0.15026609995402396
216,0.02236479998100549
217,0.09835280000697821
218,0.6338733000447974
219,0.057157799950800836
220,1.441299100057222
221,0.036473600077442825
222,0.09961990010924637
223,0.054414700018242
224,0.13401199993677437
225,1.2455661999993026
226,0.8475489999400452
227,0.12025110004469752
228,0.15040709997992963
229,0.10906100005377084
230,0.9815106999594718
231,0.3945382999954745
232,0.06426849996205419
233,0.18088200001511723
234,0.16431589995045215
235,0.6387053999351338
236,0.062643300043419
237,1.1879611000185832
238,0.08481720008421689
239,0.0375600999686867
240,0.0962139000184834
241,0.016335199936293066
242,0.27341969998087734
243,0.48675729997921735
244,0.5792004000395536
245,0.041653400054201484
246,1.2629375000251457
247,0.07533780008088797
248,0.2156167000066489
249,2.06026020005811
250,0.13847889995668083
251,2.122488799970597
252,0.12881679995916784
253,1.3488977999659255
254,0.5396279999986291
255,0.3312804000452161
256,0.4634835999459028
257,0.5782938000047579
258,0.11886009993031621
259,0.23210929997731
260,2.9797826999565586
261,0.06602890009526163
262,1.7519679999677464
263,1.2815719000063837
264,0.9054215999785811
265,0.11940700002014637
266,0.5143651999533176
267,0.8320071999914944
268,1.279630500008352
269,0.7174836000194773
270,0.2174002000829205
271,0.10796699998900294
272,0.05286410008557141
273,0.3508923000190407
274,1.3473242999752983
275,0.04518310003913939
276,1.9163956999545917
277,3.339171199942939
278,0.13080070004798472
279,0.4201821000315249
280,0.07934309996198863
281,0.06543600000441074
282,0.13671590003650635
283,0.08797590003814548
